,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
39623,It was 46 degrees out.,1,0,0,0,0,0,0,0
39624,It was 46 degrees out.,0,0,0,0,0,0,0,0
39625,That is warm for a winter's day.,1,0,0,1,0,0,0,0
39626,That is warm for a winter's day.,1,0,0,1,0,0,0,0
39627,That is warm for a winter's day.,1,0,0,1,0,0,0,1
39628,That is warm for a winter's day.,1,0,0,0,0,0,0,0
39629,That is warm for a winter's day.,1,0,0,0,0,0,0,0
39630,That is warm for a winter's day.,1,0,0,1,0,0,0,0
39631,Afterward Joe had lunch.,1,0,0,0,0,0,0,0
39632,Afterward Joe had lunch.,0,0,1,0,1,0,0,0
39633,Afterward Joe had lunch.,1,1,0,0,0,0,0,0
39634,Afterward Joe had lunch.,1,0,0,0,0,0,0,0
39635,Afterward Joe had lunch.,1,1,0,0,0,0,0,0
39636,Afterward Joe had lunch.,0,0,0,0,0,0,0,0
39637,Jose loves dogs very much.,1,1,0,0,0,0,0,1
39638,Jose loves dogs very much.,1,1,0,1,0,0,0,1
39639,Jose loves dogs very much.,1,1,0,0,0,0,0,1
39640,Jose loves dogs very much.,1,1,0,0,0,0,0,1
39641,Jose loves dogs very much.,1,1,0,0,0,0,0,0
39642,He attended a shelter one day that had tons of dogs that needed homes,1,0,0,0,0,0,0,0
39643,He attended a shelter one day that had tons of dogs that needed homes,0,0,0,0,1,0,0,0
39644,He attended a shelter one day that had tons of dogs that needed homes,1,1,0,0,0,0,0,0
39645,He attended a shelter one day that had tons of dogs that needed homes,1,0,1,0,1,0,0,1
39646,He attended a shelter one day that had tons of dogs that needed homes,1,1,0,0,0,0,0,1
39647,He attended a shelter one day that had tons of dogs that needed homes,1,0,0,0,0,0,0,0
39648,Jose asked what happens to the dogs the don't get a home.,0,1,1,0,1,0,0,1
39649,Jose asked what happens to the dogs the don't get a home.,0,0,0,0,1,0,0,0
39650,Jose asked what happens to the dogs the don't get a home.,0,0,1,1,1,1,1,0
39651,He was told eventually they get put down.,0,0,1,1,1,1,1,0
39652,He was told eventually they get put down.,0,0,0,0,1,0,0,0
39653,He was told eventually they get put down.,0,0,0,1,1,0,0,0
39654,He was told eventually they get put down.,0,0,1,0,1,0,0,0
39655,He was told eventually they get put down.,0,0,1,1,1,1,1,0
39656,Jose adopted five dogs that day to save them.,1,1,1,1,1,1,1,1
39657,Jose adopted five dogs that day to save them.,1,0,0,0,0,0,0,1
39658,Jose adopted five dogs that day to save them.,1,0,0,0,0,0,0,0
39659,Mary was getting married to Tom.,1,1,1,1,0,0,0,1
39660,Mary was getting married to Tom.,1,1,1,0,0,0,0,1
39661,Mary was getting married to Tom.,1,1,0,0,0,0,0,1
39662,Mary was getting married to Tom.,1,1,0,1,0,0,0,1
39663,Mary was getting married to Tom.,1,1,0,1,0,0,0,1
39664,Mary was getting married to Tom.,1,0,1,0,0,0,0,1
39665,She could not afford to buy a wedding dress.,0,0,1,0,1,0,1,0
39666,She could not afford to buy a wedding dress.,0,0,1,1,1,0,0,1
39667,She could not afford to buy a wedding dress.,0,0,0,0,1,1,0,0
39668,She could not afford to buy a wedding dress.,1,1,0,0,1,1,1,1
39669,She could not afford to buy a wedding dress.,0,1,1,1,1,1,1,1
39670,She could not afford to buy a wedding dress.,0,0,0,1,1,0,0,1
39671,She bought a sewing machine and white fabric.,1,0,0,0,0,0,0,1
39672,She bought a sewing machine and white fabric.,1,1,0,1,0,0,0,1
39673,She bought a sewing machine and white fabric.,1,0,0,0,0,0,0,1
39674,She sewed her own wedding dress.,1,1,0,1,1,0,0,1
39675,She sewed her own wedding dress.,0,0,0,0,0,0,0,1
39676,She sewed her own wedding dress.,1,1,0,0,0,0,0,1
39677,Tom told Mary she looked beautiful in her wedding dress.,1,1,0,1,0,0,0,1
39678,Tom told Mary she looked beautiful in her wedding dress.,1,1,0,1,0,0,0,1
39679,Tom told Mary she looked beautiful in her wedding dress.,1,1,0,1,0,0,0,1
39680,Tom told Mary she looked beautiful in her wedding dress.,1,0,0,0,0,0,0,1
39681,Tom told Mary she looked beautiful in her wedding dress.,1,1,0,0,0,0,0,0
39682,Ronnie was a gear head when it came to cars.,1,1,0,0,0,0,0,1
39683,Ronnie was a gear head when it came to cars.,1,1,0,0,0,0,0,1
39684,Ronnie was a gear head when it came to cars.,1,0,0,0,0,0,0,0
39685,Ronnie's car wouldn't start.,0,1,0,1,0,0,0,1
39686,Ronnie's car wouldn't start.,0,0,0,0,1,1,1,0
39687,Ronnie's car wouldn't start.,1,0,1,0,1,1,1,0
39688,Ronnie replaced a ton of parts.,1,0,1,1,0,0,0,0
39689,Ronnie replaced a ton of parts.,1,1,0,0,0,0,0,1
39690,Ronnie replaced a ton of parts.,0,0,0,0,0,0,0,0
39691,Ronnie cranked the ignition.,1,1,1,0,1,1,1,1
39692,Ronnie cranked the ignition.,0,0,0,0,0,0,0,1
39693,Ronnie cranked the ignition.,0,1,0,0,0,0,0,1
39694,Ronnie's car was fixed!,1,1,0,1,0,0,0,1
39695,Ronnie's car was fixed!,1,1,0,0,0,0,0,1
39696,Ronnie's car was fixed!,1,0,0,1,0,0,0,0
39697,Steven has always wanted to have a child.,1,1,0,1,0,0,0,1
39698,Steven has always wanted to have a child.,1,0,0,0,0,0,0,1
39699,Steven has always wanted to have a child.,0,0,0,0,0,0,0,1
39700,He decides he wants to adopt one.,1,1,0,1,0,0,0,0
39701,He decides he wants to adopt one.,1,1,0,1,0,0,0,1
39702,He decides he wants to adopt one.,1,1,1,1,0,0,0,1
39703,He decides he wants to adopt one.,1,1,0,1,0,0,0,1
39704,He decides he wants to adopt one.,1,1,0,0,0,0,0,1
39705,He decides he wants to adopt one.,1,1,0,0,0,0,0,1
39706,Finally Steven is able to adopt a child.,1,1,0,0,0,0,0,1
39707,Finally Steven is able to adopt a child.,1,1,0,1,0,0,0,1
39708,Finally Steven is able to adopt a child.,1,1,1,1,0,0,0,1
39709,Finally Steven is able to adopt a child.,1,0,0,1,0,0,0,1
39710,Finally Steven is able to adopt a child.,1,0,0,0,0,0,0,0
39711,Finally Steven is able to adopt a child.,1,1,0,0,0,0,0,1
39712,He feels happy to finally be a father.,1,1,1,1,0,0,0,1
39713,He feels happy to finally be a father.,1,1,0,0,0,0,0,0
39714,He feels happy to finally be a father.,1,0,0,1,0,0,0,1
39715,Brian had a baseball he loved to play with.,1,0,0,0,0,0,0,0
39716,Brian had a baseball he loved to play with.,1,1,0,0,0,0,0,0
39717,Brian had a baseball he loved to play with.,1,0,0,0,0,0,0,1
39718,"He'd throw it against the garage wall, and catch it again.",1,0,0,0,0,0,0,0
39719,"He'd throw it against the garage wall, and catch it again.",1,0,0,0,0,0,0,0
39720,"He'd throw it against the garage wall, and catch it again.",1,0,0,0,0,0,0,0
39721,"Once, he threw it too hard, and it bounced away down the road.",0,0,1,1,1,1,1,1
39722,"Once, he threw it too hard, and it bounced away down the road.",0,0,1,0,1,0,1,1
39723,"Once, he threw it too hard, and it bounced away down the road.",0,0,1,1,1,0,1,0
39724,"He chased it down the street and around the corner, until he found it.",1,1,0,1,0,0,0,1
39725,"He chased it down the street and around the corner, until he found it.",1,1,0,0,0,0,0,0
39726,"He chased it down the street and around the corner, until he found it.",1,1,0,1,0,0,0,1
39727,"He took it back home, and decided to play tetherball instead.",1,0,0,1,0,0,0,0
39728,"He took it back home, and decided to play tetherball instead.",0,1,0,1,1,1,1,1
39729,He could smell nuances other couldn't.,1,1,0,1,0,0,0,1
39730,He could smell nuances other couldn't.,0,0,0,0,1,1,1,0
39731,It helped him very much in developing new perfumes.,1,1,0,1,0,0,0,1
39732,It helped him very much in developing new perfumes.,1,0,0,1,0,0,0,0
39733,It helped him very much in developing new perfumes.,1,0,0,0,0,0,0,1
39734,He played with subtle scents no one had thought of.,1,1,0,0,0,0,0,1
39735,He played with subtle scents no one had thought of.,1,0,0,0,0,0,0,1
39736,And the result was staggering and popular.,0,0,0,0,0,0,0,0
39737,And the result was staggering and popular.,1,0,0,0,0,0,0,0
39738,And the result was staggering and popular.,1,1,0,1,0,0,0,1
39739,Lexi had a passion for singing and music.,1,1,0,0,0,0,0,1
39740,Lexi had a passion for singing and music.,1,0,0,0,0,0,0,0
39741,Lexi had a passion for singing and music.,1,0,0,0,0,0,0,1
39742,She wanted to sing but was very nervous about performing.,0,0,1,0,0,0,0,0
39743,She wanted to sing but was very nervous about performing.,0,0,1,1,0,0,0,1
39744,She wanted to sing but was very nervous about performing.,0,0,1,0,0,0,0,1
39745,Lexi finally got the courage to try to sing.,1,1,1,1,0,0,0,1
39746,Lexi finally got the courage to try to sing.,1,1,1,1,0,0,0,1
39747,Lexi finally got the courage to try to sing.,0,1,1,0,0,0,0,1
39748,She entered a local talent show in her home town.,1,1,0,0,0,0,0,1
39749,She entered a local talent show in her home town.,0,1,1,0,0,0,0,1
39750,She entered a local talent show in her home town.,1,0,0,0,0,0,0,1
39751,Lexi took the stage and realized her dreams.,1,0,0,1,0,0,0,1
39752,Lexi took the stage and realized her dreams.,1,1,0,0,0,0,0,1
39753,Lexi took the stage and realized her dreams.,1,1,1,1,0,0,0,1
39754,He cheated on her while she was away in college.,0,0,0,0,0,1,1,0
39755,He cheated on her while she was away in college.,0,0,0,1,1,1,1,0
39756,He cheated on her while she was away in college.,0,0,1,1,1,1,1,0
39757,"She gave me a necklace he bought her,",0,0,0,1,0,0,0,0
39758,"She gave me a necklace he bought her,",0,0,1,1,1,1,1,1
39759,"She gave me a necklace he bought her,",0,1,0,1,0,0,0,1
39760,"I tried to sell it on eBay for her, but nobody bought it.",0,0,0,0,1,1,0,0
39761,"I tried to sell it on eBay for her, but nobody bought it.",0,0,0,0,1,1,0,0
39762,"I tried to sell it on eBay for her, but nobody bought it.",0,0,1,0,1,0,0,1
39763,I will keep posting it until it sells.,0,0,0,0,1,0,0,1
39764,I will keep posting it until it sells.,1,1,0,0,0,0,0,0
39765,I will keep posting it until it sells.,0,1,1,1,0,0,0,1
39766,John went out to the lake to go fishing one morning.,1,1,0,1,0,0,0,1
39767,John went out to the lake to go fishing one morning.,1,0,0,0,0,0,0,1
39768,John went out to the lake to go fishing one morning.,1,1,0,0,0,0,0,1
39769,He went onto his boat and relaxed with his fishing pole.,1,1,0,1,0,0,0,1
39770,He went onto his boat and relaxed with his fishing pole.,1,1,0,0,0,0,0,0
39771,He went onto his boat and relaxed with his fishing pole.,1,1,0,0,0,0,0,1
39772,"While sitting, he felt a tug on his pole and began reeling.",1,1,0,1,0,0,0,1
39773,"While sitting, he felt a tug on his pole and began reeling.",1,0,1,1,0,0,0,1
39774,"While sitting, he felt a tug on his pole and began reeling.",1,1,1,1,0,0,0,1
39775,"Just as he was pulling the fish up, a beautiful sunrise emerged.",1,1,0,1,0,0,0,1
39776,"Just as he was pulling the fish up, a beautiful sunrise emerged.",1,1,0,0,0,0,0,1
39777,"Just as he was pulling the fish up, a beautiful sunrise emerged.",1,0,0,1,0,0,0,1
39778,John couldn't believe the sight and he was brought to tears.,1,1,0,1,0,0,0,1
39779,John couldn't believe the sight and he was brought to tears.,1,0,0,0,0,0,0,0
39780,John couldn't believe the sight and he was brought to tears.,1,0,0,1,0,0,0,0
39781,Marge wanted her husband to cut back on caffeine.,0,1,1,0,1,0,0,1
39782,Marge wanted her husband to cut back on caffeine.,1,1,1,1,1,1,1,1
39783,Marge wanted her husband to cut back on caffeine.,0,0,1,1,1,1,1,1
39784,She secretly switched him to decaffeinated coffee.,1,1,0,0,0,0,0,1
39785,She secretly switched him to decaffeinated coffee.,0,1,0,0,0,0,0,1
39786,She secretly switched him to decaffeinated coffee.,1,0,0,0,0,0,0,1
39787,Marge's husband started drinking more and more coffee.,0,0,0,0,0,0,0,0
39788,Marge's husband started drinking more and more coffee.,0,0,0,0,1,0,0,0
39789,Marge's husband started drinking more and more coffee.,0,0,0,0,0,0,0,1
39790,Marge's husband started drinking more and more coffee.,1,0,0,0,0,0,0,0
39791,Marge's husband started drinking more and more coffee.,1,1,0,1,0,0,0,1
39792,Marge's husband started drinking more and more coffee.,0,0,1,1,0,0,0,0
39793,"Then, he went out of town on a business trip.",0,0,1,1,1,1,1,1
39794,"Then, he went out of town on a business trip.",0,0,0,0,0,0,0,1
39795,"Then, he went out of town on a business trip.",1,1,0,1,0,0,0,1
39796,"Then, he went out of town on a business trip.",0,0,1,0,0,0,0,1
39797,"Then, he went out of town on a business trip.",1,1,0,0,0,0,0,1
39798,"Then, he went out of town on a business trip.",1,0,0,0,0,0,0,1
39799,"Drinking pots of regular coffee, he found himself too wired to sleep.",0,0,1,1,1,0,0,1
39800,"Drinking pots of regular coffee, he found himself too wired to sleep.",0,0,0,1,0,0,0,1
39801,"Drinking pots of regular coffee, he found himself too wired to sleep.",0,0,0,1,1,0,0,0
39802,"Drinking pots of regular coffee, he found himself too wired to sleep.",0,0,0,0,1,1,0,1
39803,"Drinking pots of regular coffee, he found himself too wired to sleep.",0,0,1,1,0,0,1,1
39804,"Drinking pots of regular coffee, he found himself too wired to sleep.",0,0,0,0,0,0,0,0
39805,Sean's dishwasher wasn't working.,0,0,0,1,1,1,1,1
39806,Sean's dishwasher wasn't working.,0,0,0,1,1,0,1,1
39807,Sean's dishwasher wasn't working.,0,0,0,1,1,0,0,1
39808,The number for maintenance was on his lease.,0,0,0,0,0,0,0,1
39809,The number for maintenance was on his lease.,0,0,0,0,1,0,0,1
39810,The number for maintenance was on his lease.,0,0,1,0,1,1,1,1
39811,"When he went to find it, he realized his lease was lost.",0,0,1,1,0,0,1,0
39812,"When he went to find it, he realized his lease was lost.",0,0,1,1,1,1,1,0
39813,"When he went to find it, he realized his lease was lost.",0,0,1,1,0,0,0,1
39814,He spent an hour digging through his house.,0,0,1,1,1,0,0,1
39815,He spent an hour digging through his house.,0,0,1,1,1,1,1,0
39816,He spent an hour digging through his house.,0,0,1,1,0,0,1,1
39817,"Finally, he found it and was able to make the call.",0,0,0,0,0,1,1,0
39818,"Finally, he found it and was able to make the call.",1,0,1,1,1,1,1,1
39819,"Finally, he found it and was able to make the call.",0,0,0,1,0,1,1,0
39820,Cara spent a lot of money at Costco buying books.,1,1,0,0,0,0,0,0
39821,Cara spent a lot of money at Costco buying books.,0,0,1,0,0,0,0,0
39822,Cara spent a lot of money at Costco buying books.,0,1,0,0,0,0,0,0
39823,She spent so much that she didn't have enough money to buy food.,0,0,1,1,1,1,1,1
39824,She spent so much that she didn't have enough money to buy food.,0,1,1,0,1,1,0,1
39825,She spent so much that she didn't have enough money to buy food.,1,0,0,0,0,0,0,1
39826,So she tried to live off of her leftovers but that didn't last long.,0,0,1,0,0,0,0,1
39827,So she tried to live off of her leftovers but that didn't last long.,0,0,1,0,1,0,0,1
39828,So she tried to live off of her leftovers but that didn't last long.,0,0,1,0,0,0,1,0
39829,Cara decided that she would need to return her books.,0,0,1,1,1,1,0,1
39830,Cara decided that she would need to return her books.,0,0,1,0,1,1,1,0
39831,Cara decided that she would need to return her books.,0,0,1,1,1,0,1,1
39832,She went to Costco and returned all of her books to buy food.,1,1,0,0,0,0,0,1
39833,She went to Costco and returned all of her books to buy food.,0,0,0,0,1,0,0,0
39834,She went to Costco and returned all of her books to buy food.,0,0,0,0,0,0,0,0
39835,Ben liked to compete with his dog in Schutzhund tests.,0,0,0,0,0,0,0,1
39836,Ben liked to compete with his dog in Schutzhund tests.,1,0,0,0,0,0,0,1
39837,Ben liked to compete with his dog in Schutzhund tests.,1,1,0,0,0,0,0,1
39838,Ben liked to compete with his dog in Schutzhund tests.,1,1,0,0,0,0,0,1
39839,Ben liked to compete with his dog in Schutzhund tests.,1,0,0,0,0,0,0,1
39840,Ben liked to compete with his dog in Schutzhund tests.,1,1,0,0,0,0,0,1
39841,"He had trained Nero, his Rottweiler, for over a year.",1,1,0,1,0,0,0,1
39842,"He had trained Nero, his Rottweiler, for over a year.",1,0,0,0,0,0,0,0
39843,"He had trained Nero, his Rottweiler, for over a year.",1,1,1,1,0,0,0,1
39844,Today was Nero's first test.,0,1,1,0,0,0,0,1
39845,Today was Nero's first test.,1,0,1,0,0,0,0,1
39846,Today was Nero's first test.,1,1,0,0,0,0,0,1
39847,Today was Nero's first test.,0,0,1,1,0,0,0,0
39848,Today was Nero's first test.,1,1,1,1,0,0,0,1
39849,Today was Nero's first test.,0,0,1,1,0,0,0,0
39850,Nero was startled at first but then enjoyed every minute of the test.,1,0,0,1,0,0,0,1
39851,Nero was startled at first but then enjoyed every minute of the test.,1,1,0,0,0,0,0,0
39852,Nero was startled at first but then enjoyed every minute of the test.,1,1,0,0,0,0,0,0
39853,Nero was startled at first but then enjoyed every minute of the test.,1,1,1,1,0,0,0,1
39854,Nero was startled at first but then enjoyed every minute of the test.,1,1,1,1,0,0,0,1
39855,Nero was startled at first but then enjoyed every minute of the test.,1,0,1,0,0,0,0,0
39856,"Nero came in second place, pleasing Ben enormously.",1,1,0,1,0,0,0,0
39857,"Nero came in second place, pleasing Ben enormously.",1,0,0,1,0,0,0,0
39858,"Nero came in second place, pleasing Ben enormously.",0,0,0,1,1,0,0,0
39859,"Nero came in second place, pleasing Ben enormously.",1,0,0,0,0,0,0,0
39860,"Nero came in second place, pleasing Ben enormously.",1,0,0,0,0,0,0,0
39861,"Nero came in second place, pleasing Ben enormously.",1,1,0,1,0,0,0,1
39862,My girlfriend worked 20 miles away.,0,0,0,1,1,0,0,1
39863,My girlfriend worked 20 miles away.,1,1,0,0,1,1,0,1
39864,My girlfriend worked 20 miles away.,0,0,1,1,1,1,1,1
39865,My girlfriend worked 20 miles away.,0,0,0,0,0,0,0,1
39866,My girlfriend worked 20 miles away.,0,0,0,1,1,0,0,1
39867,My girlfriend worked 20 miles away.,0,0,0,0,1,0,0,0
39868,When she got home it was dark.,0,0,1,0,1,1,1,0
39869,When she got home it was dark.,0,0,0,1,0,0,0,1
39870,When she got home it was dark.,0,0,1,0,0,0,0,0
39871,When she got home it was dark.,1,0,0,0,0,0,0,1
39872,When she got home it was dark.,0,0,0,0,0,0,0,0
39873,She was afraid of walking through bad neighborhoods.,0,0,1,0,0,0,0,1
39874,She was afraid of walking through bad neighborhoods.,0,1,1,0,0,0,0,1
39875,She was afraid of walking through bad neighborhoods.,0,1,1,1,1,0,0,1
